job_id,job_title,company_name,location,industry,employment_type,experience_level,posting_date,job_description,required_skills,degree_required,degrees_accepted,min_salary,max_salary,avg_salary
330,Change Manager,Deloitte,"Birmingham, UK",Business Consulting,Temporary,Specialist,7/12/2025,"Lead organisational change initiatives, support stakeholder adoption and coordinate communication and delivery planning. Key requirements include change management, stakeholder management, leadership, and communication.","change management, stakeholder management, leadership, communication, presentation",BA Business Management,BA Business Management; MSc Management; BSc Project Management; BSc Psychology,62844,116625,89734
331,Full Stack Developer,Capgemini,Hybrid (Birmingham),Technology,Contract,Associate,1/28/2026,"Develop end-to-end web applications across frontend and backend components, ensuring maintainable code and reliable delivery. Key requirements include javascript, html, css, and sql.","javascript, html, css, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,49331,77496,63413
332,Physiotherapist,Bupa,"Plymouth, UK",Healthcare,Part-time,Principal,4/12/2025,"Assess movement and function, deliver rehabilitation plans and support patient recovery through evidence-based care. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, teamwork",BSc Physiotherapy,BSc Physiotherapy; MSc Health Sciences; BSc Sports Science; BSc Nursing,50000,68000,58799
333,Curriculum Developer,Cambridge University Press,"Edinburgh, UK",Education,Part-time,Manager,8/2/2025,"Design curriculum materials, align learning outcomes and support high-quality educational content development. Key requirements include writing, research, presentation, and communication.","writing, research, presentation, communication, organisation",BA Education,BA Education; MSc Curriculum Studies; BA English; BSc Psychology,48000,65000,56250
334,Clinical Psychologist,NHS,"Birmingham, UK",Healthcare,Temporary,C-Suite,11/5/2025,"Assess psychological needs, deliver evidence-based interventions and contribute to multidisciplinary care planning. Key requirements include clinical assessment, communication, safeguarding, and research.","clinical assessment, communication, safeguarding, research, reporting",BSc Psychology,BSc Psychology; MSc Clinical Psychology; BSc Health Sciences; BSc Counselling Psychology,76000,103000,90000
335,Data Engineer,Sky,"Cambridge, UK",Data & Analytics,Temporary,Senior,8/26/2025,"Build and maintain data pipelines, prepare datasets and support reliable analytics and reporting workflows. Key requirements include python, sql, etl, and data wrangling.","python, sql, etl, data wrangling, aws, reporting",BSc Data Science,BSc Data Science; MSc Computer Science; BEng Software Engineering; BSc Mathematics,76555,121189,98872
336,Full Stack Developer,Monzo,"Bristol, UK",Technology,Internship,Entry Level,1/6/2026,"Develop end-to-end web applications across frontend and backend components, ensuring maintainable code and reliable delivery. Key requirements include javascript, html, css, and sql.","javascript, html, css, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,38000,51000,44200
337,Business Analyst,Capgemini,Hybrid (Edinburgh),Business Consulting,Part-time,Executive,9/7/2025,"Gather requirements, analyse business processes and support solution design through structured analysis and stakeholder collaboration. Key requirements include business analysis, stakeholder management, reporting, and communication.","business analysis, stakeholder management, reporting, communication, presentation",BA Business Management,BA Business Management; MSc Information Technology; BSc Computer Science; BSc Management,89000,121000,105000
338,Patent Attorney,EIP,"Belfast, UK",Legal,Contract,Junior,2/26/2025,"Advise on intellectual property matters, prepare applications and support clients on patent strategy and protection. Key requirements include legal research, writing, negotiation, and due diligence.","legal research, writing, negotiation, due diligence, communication",LLB Law,LLB Law; MEng Engineering; BSc Computer Science; BSc Physics,31128,53292,42210
339,Policy Advisor,Local Authority,"Cardiff, UK",Public Policy,Part-time,Manager,2/18/2025,"Develop evidence-based policy recommendations and support stakeholder engagement, briefing and programme delivery. Key requirements include research, writing, presentation, and stakeholder management.","research, writing, presentation, stakeholder management, communication",BA Politics,BA Politics; MSc Economics; LLB Law; BSc Public Policy,85936,122655,104295
340,Plumber,British Gas,"Edinburgh, UK",Engineering Services,Contract,Graduate,3/26/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,28192,48604,38398
341,Backend Developer,Capgemini,"Plymouth, UK",Technology,Contract,Senior,1/11/2026,"Build and maintain backend services, application logic and database integrations to support secure, scalable digital products. Key requirements include python, java, sql, and rest api.","python, java, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,79997,129348,104672
342,Accountant (Chartered),Deloitte,"Birmingham, UK",Finance,Part-time,Principal,1/12/2026,"Prepare financial statements, support audits and provide accurate reporting in line with accounting standards. Key requirements include ifrs, gaap, excel, and reporting.","ifrs, gaap, excel, reporting, forecasting",BSc Accounting,BSc Accounting; MSc Finance; BA Business Management; BSc Economics,95937,141896,118916
343,Social Media Manager,ASOS,"Hull, UK",Marketing,Temporary,Intern,12/13/2025,"Plan and manage social media activity, create engaging content and use performance data to improve campaigns. Key requirements include content strategy, seo, google analytics, and communication.","content strategy, seo, google analytics, communication, writing",BA Marketing,BA Marketing; MSc Strategic Communication; BSc Digital Media; BA Business Management,22309,37309,29809
344,Plumber,Homeserve,"Derry, UK",Engineering Services,Part-time,Manager,8/10/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,39000,53000,46250
345,Tax Lawyer,Linklaters,"Portsmouth, UK",Legal,Internship,Intern,1/12/2025,"Advise on tax law matters, support compliance and structure clear legal analysis for clients or internal stakeholders. Key requirements include legal research, compliance, writing, and negotiation.","legal research, compliance, writing, negotiation, communication",LLB Law,LLB Law; MSc Accounting; BSc Finance; BSc Economics,37000,51000,44000
346,Farmer,Local Farm Cooperative,"Glasgow, UK",Agriculture,Full-time,Principal,6/29/2025,"Manage agricultural operations, monitor productivity and maintain safe, efficient working practices across farm activities. Key requirements include organisation, time management, problem solving, and reporting.","organisation, time management, problem solving, reporting, teamwork",BSc Agriculture,BSc Agriculture; MSc Environmental Science; BSc Biology; BSc Animal Science,36000,48000,42000
